,reviews,cleaned_reviews,sentiment_score
833,Not Verified |  British Airways flight to Brussels from Heathrow. Check in problems and a hugely delayed flight. Pay premium prices for a below average service. They need to invest in their IT systems and greatly up their game.,british airways flight brussels heathrow check problems hugely delayed flight pay premium prices average service need invest systems greatly game,positive
834,"✅ Trip Verified |  London to Nice. I agree totally with the comments made in Michael Croft's review today. My flight to Nice was cancelled as a result of the low-cost and unreliable IT system that BA have, while the senior management are likely celebrating somewhere that they managed to cut more costs. The handling of the situation at Heathrow was despicable, and you would think that with all the failures that BA encounter these days, they would have got this part of their act together. They make out such a problem is a bolt from the blue, when clearly they have not been investing where they should, instead focussing on cost cutting to boost their performance bonuses. Not just the CEO should go, but some others at the top.",london nice agree totally comments made michael crofts review today flight nice cancelled result lowcost unreliable system ba senior management likely celebrating somewhere managed cut costs handling situation heathrow despicable would think failures ba encounter days would got part act together make problem bolt blue clearly investing instead focussing cost cutting boost performance bonuses ceo go others top,positive
835,"✅ Trip Verified |  Palma to London Heathrow. How does British Airways get away with having such a useless IT system and presumably team of IT staff / management? These issues recur on such a frequent basis it is now time for some heads to roll, preferably from the CEO down. Just read a fatuously stupid interview with Alex Cruz talking about how his children are guiding him on the future of air travel, when this man cannot manage to run the airline properly in 2019 - let alone try to make himself look all eco-friendly with such comments. I have been a loyal customer for over 48 years, and it seems that BA have not the slightest interest in those of us that pay full fares and have been through all the lows of BA without complaint until now. My patience has run out. ",palma london heathrow british airways get away useless system presumably team staff  management issues recur frequent basis time heads roll preferably ceo read fatuously stupid interview alex cruz talking children guiding future air travel man cannot manage run airline properly   let alone try make look ecofriendly comments loyal customer  years seems ba slightest interest us pay full fares lows ba without complaint patience run ,negative
836,"✅ Trip Verified |  London City to Ibiza. Disappointing. All the flights were cancelled without explanation - presumably because the striking staff didn't turn up, so trip was ruined. Got a replacement ticket for a different destination on a different week. Trip was basic. The meal consisted of two small shortbread biscuits. British Airways is now firmly in the bucket airlines, easily beaten by Easyjet",london city ibiza disappointing flights cancelled without explanation  presumably striking staff didnt turn trip ruined got replacement ticket different destination different week trip basic meal consisted two small shortbread biscuits british airways firmly bucket airlines easily beaten easyjet,negative
837,"Not Verified |  London to Faro. We booked our tickets (family of 7) two months before the flight with British Airways so we could enjoy the quality and the service (so we thought). Inbound flight seats has been booked and paid (quite high amount for 7 seats) for the row 2 and 3. Outbound flight row 6 and 7. Two weeks before the flight without any warnings and email from British Airways we've found out that our seats has been moved to ""unlucky"" 13 inbound and to a 8 outbound. They've split all family quite far away apart from each other as well. Customer Service has hang up on us for the first time, and second phone call has promised to call back but never did. Will I ever over pay (£2000 difference) so I can have ""Good customer Service with British Airways ever again? - the answer is no . I am extremely upset (that our seats has been given away to someone else for no reason), disappointed and you can no longer rely on British Airways.",london faro booked tickets family  two months flight british airways could enjoy quality service thought inbound flight seats booked paid quite high amount  seats row   outbound flight row   two weeks flight without warnings email british airways weve found seats moved unlucky  inbound  outbound theyve split family quite far away apart well customer service hang us first time second phone call promised call back never ever pay £ difference good customer service british airways ever  answer  extremely upset seats given away someone else reason disappointed longer rely british airways,positive
838,"✅ Trip Verified |  Calgary to London. Staff were not in high standards. Looked rushed and not polite, did not look professional enough. In our flight back to London staff were laughed and just chilled very loudly in back of the aircraft. There was not welcome snacks. We sat in the very last row and food choice ended. Only chicken was our option to have. Very sad and staff did not care about this situation.",calgary london staff high standards looked rushed polite look professional enough flight back london staff laughed chilled loudly back aircraft welcome snacks sat last row food choice ended chicken option sad staff care situation,negative
839,"Not Verified |  London Heathrow to Sofia. We checked in online, so we went straight to baggage drop. It was quick and worked well, our bag was 25 kg, maximum is 23 kg, so we had to take 2 kg out. After that, we went to buy a neck cushion and we went to put our make up in bags, show our passport and then go through to security. My daughter was beeped, but it wasn't a big deal. It was fast, and our flight was departing in 1h 30m. We got some drinks, and then we noticed our gate was announced early. We headed to the gate and boarding began about 20m later. Boarding was fast, and we were sitting in seats 33 DEF. The seats were comfortable, leather and had headrests. A321 so there was no IFE. We had a 1 hour delay from the bad airspace, but eventually took off. Our route was a little different, instead of going over France, Switzerland, etc, we went over Germany, Hungary, etc. The food was good and wasn't too expensive. We didn't buy anything really, just food. While coming into Bulgaria, the views were nice. The landing was pretty good, despite the bump. Eventually we got off 1 hour late, and we went home. The verdict is that British Airways are pretty good, despite the delay.",london heathrow sofia checked online went straight baggage drop quick worked well bag  kg maximum  kg take  kg went buy neck cushion went put make bags show passport go security daughter beeped wasnt big deal fast flight departing h got drinks noticed gate announced early headed gate boarding began later boarding fast sitting seats  def seats comfortable leather headrests ife  hour delay bad airspace eventually took route little different instead going france switzerland etc went germany hungary etc food good wasnt expensive didnt buy anything really food coming bulgaria views nice landing pretty good despite bump eventually got  hour late went home verdict british airways pretty good despite delay,positive
840,"✅ Trip Verified |  Nice to Kuwait via London. My flight from Nice was delayed in the plane for 2 hours and in delayed in Heathrow for 5 hours. When we finally left the plane, there were no information on how I get another connecting flight since due to the delay I had to miss it. Then I had to pass through immigration which lasted for 2 hours. There was no one at the desk just a piece of paper with a number that says for complaints call us. Now it was 3am with no one to speak too and I still don't have my bags. I had to grab a taxi to sleep (BA didn't not provide a hotel stay). I I then had to leave the apartment at 7 am to get to the next flight with Kuwait Airways.",nice kuwait via london flight nice delayed plane  hours delayed heathrow  hours finally left plane information get another connecting flight since due delay miss pass immigration lasted  hours one desk piece paper number says complaints call us one speak still dont bags grab taxi sleep ba didnt provide hotel stay leave apartment  get next flight kuwait airways,positive
841,Not Verified |  Buenos Aires to London Heathrow. My wife and I flew back from Argentina on my birthday and the trip was made memorable by an air hostess (Amelia) who gave great service to everyone with her friendly professional manner. On finding out it was my birthday she came back with a complimentary drink and personal birthday card. The trip itself left on time and arrived in London early. The aircraft was quite old but we found the seats relatively comfortable. The entertainment is below standard especially the size of the screen .,buenos aires london heathrow wife flew back argentina birthday trip made memorable air hostess amelia gave great service everyone friendly professional manner finding birthday came back complimentary drink personal birthday card trip left time arrived london early aircraft quite old found seats relatively comfortable entertainment standard especially size screen ,positive
842,"✅ Trip Verified |  Hong Kong to London Heathrow, this is a long haul flight operated by Boeing 777-300ER. The seat especially the headrest is quite comfortable. The legroom is large but there is a little metal box under the seat. This negatively affects the legroom. The films provided are not that many but I can see the flight path through the personal television. They provide dinner and breakfast for me. It is quite abundant but not very delicious.",hong kong london heathrow long haul flight operated boeing er seat especially headrest quite comfortable legroom large little metal box seat negatively affects legroom films provided many see flight path personal television provide dinner breakfast quite abundant delicious,positive
843,"✅ Trip Verified |  What happened to a great airline? Got to Heathrow 1.5 hours before flight and start queuing and at one point there were only 2 operators and then after 15 minutes a 3rd appeared. 45 minutes later a BA guy asks for Vegas travellers and then asks us to go toba different line to rush things through. There was 1 operator on this line and it took another 20 minutes? Waited over 1 hour on the tarmac as we has missed our slot due to late boarding. Got to Las Vegas and waited at baggage claim for over 40 minutes, no bag. Got to BA desk to be told luggage missed plane and there should have been 2 members of staff at bag claim to tell us. No apology just a shrug of shoulders. During day receive offers from BA to upgrade to Club class and I try at least 10 times to book but website does not process. Speak to BA at 1st offer to be told offer finished despite the web advertising, get through to Manager who admits the BA website is the worst and advises to keep trying. Book in online for return and web accepts the 2 bags stated on web as 0 bags. Ring BA and they say go to airport and speak to a member of staff. Get Vegas 3 hours early to make sure plenty of time to sort and find out there are NO BA staff available in the whole airport until 2 hours before flight. What a useless organisation. I must state staff on plane very good.",happened great airline got heathrow  hours flight start queuing one point  operators  minutes rd appeared  minutes later ba guy asks vegas travellers asks us go toba different line rush things  operator line took another  minutes waited  hour tarmac missed slot due late boarding got las vegas waited baggage claim  minutes bag got ba desk told luggage missed plane  members staff bag claim tell us apology shrug shoulders day receive offers ba upgrade club class try least  times book website process speak ba st offer told offer finished despite web advertising get manager admits ba website worst advises keep trying book online return web accepts  bags stated web  bags ring ba say go airport speak member staff get vegas  hours early make sure plenty time sort find ba staff available whole airport  hours flight useless organisation must state staff plane good,positive
844,"✅ Trip Verified |  London Heathrow to Malaga in business class. Full and very large Club Europe cabin on this morning flight. Held in the airbridge for 15 mins while boarding and not a word or reason as to why. On boarding, 2 cabin staff by entrance stood chatting amongst themselves and totally ignored customers - not a great start. Usual cabin service except the staff were not the slightest bit interested in customer service and having paid a premium for business class realised it was such a waste of money. The breakfast standards (full English) are about the same as a charter flight standard, and despite what BA shout about, this has gone through some considerable cost cutting. BA can perform well on a good day, but it seems that cabin service is getting less consistent by the day - are staff preparing to go on strike as well since that is the attitude they displayed. Male cabin staff was quite offensive to some Arabic customers in front, which was a shocker.",london heathrow malaga business class full large club europe cabin morning flight held airbridge  mins boarding word reason boarding  cabin staff entrance stood chatting amongst totally ignored customers  great start usual cabin service except staff slightest bit interested customer service paid premium business class realised waste money breakfast standards full english charter flight standard despite ba shout gone considerable cost cutting ba perform well good day seems cabin service getting less consistent day  staff preparing go strike well since attitude displayed male cabin staff quite offensive arabic customers front shocker,positive
845,"✅ Trip Verified |  I was flying BA to Delhi in economy because my original flight with Swissair was cancelled. The 777 aircraft is looking old, the economy class seat is small and fairly cramped, the inflight entertainment is shown on small screens (films are OK, the music selection is dire and make sure you bring your own noise cancelling headphone) and the food is just OK. The flight did pretty much leave and arrive on time (allowing for the rerouting around Pakistani airspace). ",flying ba delhi economy original flight swissair cancelled  aircraft looking old economy class seat small fairly cramped inflight entertainment shown small screens films ok music selection dire make sure bring noise cancelling headphone food ok flight pretty much leave arrive time allowing rerouting around pakistani airspace ,positive
846,"✅ Trip Verified |  Seattle to Durban via London. On 24th of July i arrived late just before departure time 1330hrs, the shuttle bus picked me late from my hotel. The British airways ladies who checked me advised me to rush because the plane was about to depart. I rushed through the security thereby leaving my back pack which had all my documents. When i was rushing back to the security i met the 2 lovely ladies who had checked me in and they asked me to go up with them to the plane because it was about to leave, i panicked and they assured me that i will get my back pack in Durban. As i sat down in the plane another British airways hostess came and reassured me that i will get all my bags in Durban. On my arrival in Durban i got all my bags including my back pack! I would like to say thank you to the British Airways staff especially the 2 lovely ladies who checked me in. Its a pity i didn't get their names i was panicky. Thank you so much!",seattle durban via london th july arrived late departure time hrs shuttle bus picked late hotel british airways ladies checked advised rush plane depart rushed security thereby leaving back pack documents rushing back security met  lovely ladies checked asked go plane leave panicked assured get back pack durban sat plane another british airways hostess came reassured get bags durban arrival durban got bags including back pack would like say thank british airways staff especially  lovely ladies checked pity didnt get names panicky thank much,positive
847,"✅ Trip Verified |  London Heathrow to Austin. 10 hour flight in a Boeing 747-400. Noisy cabin, tiny screens, collapsing headrest, chocolate on my seat. Selection of just a half dozen films and no wifi. Poor food with choices running out.",london heathrow austin  hour flight boeing  noisy cabin tiny screens collapsing headrest chocolate seat selection half dozen films wifi poor food choices running,negative
848,"✅ Trip Verified |  Mykonos to London flight delayed and waiting to depart. They are not on time, be prepared to miss your connections, take off 2 hours late,. The staff is some of the worst I have had on airlines. You may be stuck on the runway and they won’t offer you any water.  The worst business class experience I have had. ",mykonos london flight delayed waiting depart time prepared miss connections take  hours late staff worst airlines may stuck runway won’t offer water  worst business class experience ,negative
849,"✅ Trip Verified | Johannesburg to Cape Town return. This flight was operated by Comair, and thus it was quite different from a normal British Airways flight in Europe. Check in at the priority line was uneventful, however on the return the guy at the counter did not know that Oneworld Sapphire could check in at the business class counter and kept on asking if I was flying business. Johannesburg airport and Cape Town's domestic terminal is laid out very similarly. Their lounge, called SLOW is actually impressive. Although there was no full english on offer unlike the British Airways Galleries lounges in other places, there was a substantial amount of savoury snacks, pastries and small bites. They even had a coffee counter with made-to-order drinks. I assume later in the day this also becomes a bar serving alcohol. Very impressive for a domestic business class lounge. Priority boarding was honoured, and boarding was an orderly process. I would recommend anybody wanting to get an extra legroom seat to reserve row 6, as there is actually tons of legroom in front. I reserved an exit row and paid an extra £7 per exit row during the booking. These seats were old and plush, however I do prefer the newer leather seat used on their European aircraft as those offer better support. I had also noticed during boarding that their business class had slightly larger seats, in a 2x3 configuration. I did not expect this as business class in Europe is normally just a blocked middle seat. There were several drink services on this two hour flight, and a hot breakfast with either a bacon, sausage and scrambled egg option or cheese omelette with vegetables option. Needless to say, a hot meal on a two hour flight is very appreciated. It was also rather tasty and tasted quite fresh. The crew were very friendly, making casual jokes and giving a down-to-earth friendliness you rarely get on airlines these days. They were quite rushed, but understandable due to the short flight time. In Cape Town airport, it was actually quite weird to see them use both an airbridge and stairs for passengers to deplane/board. But since it took only 15 minutes to board a rather full 737, it works and makes sense. I think that this flight has improved my opinion on British Airways, and they were the same price as the competition, South African Airways. I would be very curious on my next visit to see how the two of them compare, given the fact that both are giving a near homologous product on Africa's busiest air route. For the price paid, I'd be happy to fly them again.",johannesburg cape town return flight operated comair thus quite different normal british airways flight europe check priority line uneventful however return guy counter know oneworld sapphire could check business class counter kept asking flying business johannesburg airport cape towns domestic terminal laid similarly lounge called slow actually impressive although full english offer unlike british airways galleries lounges places substantial amount savoury snacks pastries small bites even coffee counter madetoorder drinks assume later day also becomes bar serving alcohol impressive domestic business class lounge priority boarding honoured boarding orderly process would recommend anybody wanting get extra legroom seat reserve row  actually tons legroom front reserved exit row paid extra £ per exit row booking seats old plush however prefer newer leather seat used european aircraft offer better support also noticed boarding business class slightly larger seats x configuration expect business class europe normally blocked middle seat several drink services two hour flight hot breakfast either bacon sausage scrambled egg option cheese omelette vegetables option needless say hot meal two hour flight appreciated also rather tasty tasted quite fresh crew friendly making casual jokes giving downtoearth friendliness rarely get airlines days quite rushed understandable due short flight time cape town airport actually quite weird see use airbridge stairs passengers deplaneboard since took  minutes board rather full  works makes sense think flight improved opinion british airways price competition south african airways would curious next visit see two compare given fact giving near homologous product africas busiest air route price paid id happy fly,positive
850,"✅ Trip Verified |  Grenada to Gatwick. Having flown with BA on this aircraft type prior to refurbishment, I was intrigued to experience the changes to the cabin. The cabin was much smarter - previous aircraft have looked very tired and the lighting was pleasant. The entertainment system was hugely improved, with a good selection of media on larger touch screen devices. I suppose the reason I appreciated this was because the old systems were so hopelessly outdated! But the family really found them entertaining. For me the real issue was the tight leg room - I am a slim 6ft 2'' and now the lack of seat width made it almost impossible to eat a meal! It was for me very tight. Previously the seat format was 3-3-3. It is now 3-4-3. We were sat in the 4 outbound although on return, we sat near the back of economy where the aircraft narrows and seats become 2-4-2. We sat in a 2, which was more bearable. I also found the seat really hard after a couple of hours although sitting on the supplied back rest cushion helped a bit! Despite best efforts to sleep, I failed..... I remember the old seats being more comfortable, especially for long haul. Service was professional and timely and food was similar to previous flights - edible. In summary, it seems a shame that BA have improved some aspects of the experience, but seat comfort has been sacrificed, which is a great pity.",grenada gatwick flown ba aircraft type prior refurbishment intrigued experience changes cabin cabin much smarter  previous aircraft looked tired lighting pleasant entertainment system hugely improved good selection media larger touch screen devices suppose reason appreciated old systems hopelessly outdated family really found entertaining real issue tight leg room  slim ft  lack seat width made almost impossible eat meal tight previously seat format   sat  outbound although return sat near back economy aircraft narrows seats become  sat  bearable also found seat really hard couple hours although sitting supplied back rest cushion helped bit despite best efforts sleep failed remember old seats comfortable especially long haul service professional timely food similar previous flights  edible summary seems shame ba improved aspects experience seat comfort sacrificed great pity,positive
851,"✅ Trip Verified |  Prague to London. A two hour flight on 27th July was delayed by 3 hours with no heads up given by BA. There was no sympathy or compensation , especially as our original flight was early morning, and with an email informing us of the delay, we could have stayed longer in the hotel. ",prague london two hour flight th july delayed  hours heads given ba sympathy compensation  especially original flight early morning email informing us delay could stayed longer hotel ,positive
852,"✅ Trip Verified |  London to Dubai. Lately I am frequently flying Premium Economy with British Airways. The extra comfort compared to Economy Class is unparalleled. The seat is way more comfortable, attendants are really professional and very friendly. If just could add the leg rest into all the other seats, and not just the first row (as it used to be in the old BA Premium Economy seats), then it would be perfect. That's my only note.",london dubai lately frequently flying premium economy british airways extra comfort compared economy class unparalleled seat way comfortable attendants really professional friendly could add leg rest seats first row used old ba premium economy seats would perfect thats note,positive
853,✅ Trip Verified |  Tel Aviv to Toronto via London. The plane from London to Toronto was run by Air Belgium The service from checkin until we received our cases here in Israel was excellent. The cabin staff on each airline were helpful and friendly. The food was all acceptable for economy airline food and we had snacks and on 1 flight icecream was served. Soft drinks as well as wine and alcohol was plentiful for the people that asked and water was served all during each flight. The planes had ample leg room and the seats were comfortable for economy class. Inflight entertainment was good enough there was something to watch on 4 flights. I haven't travelled British Airways for years but I will do again if the price is competitive as were these flights,tel aviv toronto via london plane london toronto run air belgium service checkin received cases israel excellent cabin staff airline helpful friendly food acceptable economy airline food snacks  flight icecream served soft drinks well wine alcohol plentiful people asked water served flight planes ample leg room seats comfortable economy class inflight entertainment good enough something watch  flights havent travelled british airways years price competitive flights,positive
854,"✅ Trip Verified |  I flew yesterday from Heathrow to Manchester in business class, from start to finish it was a shambles.  I was sent to the wrong baggage drop, then to the wrong lounge, I showed my boarding card and sent to the north lounge the furthest from the gate. The boarding process was more like a rugby scrum, no notice was taken of class of service and then my boarding card said assistance required so another queue was needed no explanation was given for this.",flew yesterday heathrow manchester business class start finish shambles  sent wrong baggage drop wrong lounge showed boarding card sent north lounge furthest gate boarding process like rugby scrum notice taken class service boarding card said assistance required another queue needed explanation given,negative
855,"✅ Trip Verified |  The first part from Brussels to London Heathrow was a fast flight, however on the ground in London the problems started. The gate where the arriving plane was planned to stop was not free what occurred in a waiting time on the ground for 40 minutes. The captain constantly gave information and the entire team was friendly and courteous. Continental breakfast in business was OK for this short flight. Flight to Larnaca was full, embarkation was prompt for business pax. The team was very friendly. The service started with a drink and some cookies , the meal was good despite a more substantial appetiser could be expected - a few slices of green salad and one cherry tomato is a side dish not an appetiser. It must be said the meal was an improvement since last year. Decent drinks and a good Champagne were available, followed by coffee or tea. It is a longer flight - a second round of drinks an hour before landing was maybe appropriated however it was not a problem to receive additional drinks.",first part brussels london heathrow fast flight however ground london problems started gate arriving plane planned stop free occurred waiting time ground  minutes captain constantly gave information entire team friendly courteous continental breakfast business ok short flight flight larnaca full embarkation prompt business pax team friendly service started drink cookies  meal good despite substantial appetiser could expected  slices green salad one cherry tomato side dish appetiser must said meal improvement since last year decent drinks good champagne available followed coffee tea longer flight  second round drinks hour landing maybe appropriated however problem receive additional drinks,positive
856,"✅ Trip Verified |  Stockholm to London. Worst business class flight I have flown. Split seating for myself and my wife because apparently they were overbooked. The meal was inedible for me, and was the worst airline meal I have been served. ",stockholm london worst business class flight flown split seating wife apparently overbooked meal inedible worst airline meal served ,negative
857,"✅ Trip Verified | Seems like no one was aware of my existence on the flight. No drink, no snack, no bottle of water was offered. No amenity kits. When I asked, they said none were left in stock. They gave me toothpaste and a toothbrush, which was ok, and fast track invitation, which was useless, since no fast track is offered to British passports. I was not given a menu, I even had to ask for it. I was not served the meal and they said it was because I was sleeping. Ok fine but even when I was awake, no one bothered to ask me about the meal. I had to ask for the menu, a bottle of water, and the meal. And after all, no apologies from the staff. Too many people are squeezed into business class. Even though I could lie down 180 degrees, I had very little space at my seat. Given the very expensive fare, I expected a much better service for business class passengers. I'm very disappointed and will never use it again. I won't recommend British Airways business class to anyone!",seems like one aware existence flight drink snack bottle water offered amenity kits asked said none left stock gave toothpaste toothbrush ok fast track invitation useless since fast track offered british passports given menu even ask served meal said sleeping ok fine even awake one bothered ask meal ask menu bottle water meal apologies staff many people squeezed business class even though could lie  degrees little space seat given expensive fare expected much better service business class passengers im disappointed never use wont recommend british airways business class anyone,positive
858,"✅ Trip Verified | Premium economy don’t waste your money on an overnight flight! Going out is acceptable but the night flight we had was a disgrace! The food (I use this term lightly) wasn’t fit for dogs on our flight, it was salmon we think as it didn’t taste of anything, a meat of some kind but was too tough to stick a fork into let alone eat it. The veg tasted burnt, bread roll was ok. (Not really a saving grace). One cup of tea or coffee at breakfast and don’t bother asking what was in the box left on our table! I didn’t bother trying it. The look on other people’s faces was good enough for me to know don’t bother! Which in comparison to the outbound flight (London to Orlando) was worlds apart, greeted with a drink which was the first of many, dinner was nice, the steak edible, veg cooked just right and dessert was nice with plenty of drinks! Inflight entertainment was good even though there was supposed to be WiFi but couldn’t log on so saved some money there. I really thought this was going to be the best way to travel. Oh a broken seat for one of our party was a bit disappointing, homeward bound and the inflight entertainment seem rather lacklustre which leads me to think it was an older plane. But that really shouldn’t happen. What is not told when booking, homeward flight on the top of your ticket if you have TSA PRE you don’t have to join the massive queue, look for pre entered TSA line that’s the one that’s empty cause they tell no one about it.",premium economy don’t waste money overnight flight going acceptable night flight disgrace food use term lightly wasn’t fit dogs flight salmon think didn’t taste anything meat kind tough stick fork let alone eat veg tasted burnt bread roll ok really saving grace one cup tea coffee breakfast don’t bother asking box left table didn’t bother trying look people’s faces good enough know don’t bother comparison outbound flight london orlando worlds apart greeted drink first many dinner nice steak edible veg cooked right dessert nice plenty drinks inflight entertainment good even though supposed wifi couldn’t log saved money really thought going best way travel oh broken seat one party bit disappointing homeward bound inflight entertainment seem rather lacklustre leads think older plane really shouldn’t happen told booking homeward flight top ticket tsa pre don’t join massive queue look pre entered tsa line that’s one that’s empty cause tell one,positive
859,"✅ Trip Verified |  Lisbon to London. Business class is just economy class with an empty middle seat. No leg room for me. Meal service had no choice by the time they got halfway through business class. All that was left was cod. Freezing cold, but no blankets. Poor staff spent most of the flight apologising. Never fly British Airways. ",lisbon london business class economy class empty middle seat leg room meal service choice time got halfway business class left cod freezing cold blankets poor staff spent flight apologising never fly british airways ,negative
860,"✅ Trip Verified | Heathrow to Marseille. Within a few days of booking a flight for December, BA advised flight has been changed to late evening arrival. This is unacceptable so I opt to cancel and full refund. BA then says it is refunding the fare and makes no mention of the fee I have paid for seat selection. I have found a claim form for refund of these fees, on submission they say they will take up to 28 days to think about it.",heathrow marseille within days booking flight december ba advised flight changed late evening arrival unacceptable opt cancel full refund ba says refunding fare makes mention fee paid seat selection found claim form refund fees submission say take  days think,negative
861,"✅ Trip Verified | Madrid to London with British Airways. There is nothing left of business class on these flights. When they bring the hot towel it feels like a bad joke. Seats are the same as coach, they took forever to hang my jacket after I asked in three occasions, they gave me a sit that is considered a bad coach seat without window! (See picture) and on top of everything I find myself having to put my luggage (just a backpack) far behind my seat because they are choosing to bring the extra hand luggage that doesn’t fit anymore in coach to business class. Ridiculous service so not worth the x2.5 cost that a business class ticket goes for. Feel totally ripped off.",madrid london british airways nothing left business class flights bring hot towel feels like bad joke seats coach took forever hang jacket asked three occasions gave sit considered bad coach seat without window see picture top everything find put luggage backpack far behind seat choosing bring extra hand luggage doesn’t fit anymore coach business class ridiculous service worth x cost business class ticket goes feel totally ripped,negative
862,"✅ Trip Verified |  Gatwick to Glasgow. Awful experience. Our flight arrived over 2 hours late at 8.50pm, so late our car rental company was closed and we were stuck at the airport without our car. We had to pay for a taxi to our hotel and back to the airport the next day which was really expensive. Our new car hire was three times the price since it was last minute. British Airways would not help compensate because they said it wasn’t their fault.",gatwick glasgow awful experience flight arrived  hours late pm late car rental company closed stuck airport without car pay taxi hotel back airport next day really expensive new car hire three times price since last minute british airways would help compensate said wasn’t fault,negative
863,✅ Trip Verified |  Frankfurt to London. BA staff watched while security went through partner's bag for around 30 mins. It required a call to police who sauntered up and stared at the bag for a while - actually just clothes. When they were finishing the flight dispatcher closed the flight. Only 1-2 minutes required. Much longer spent unloading my luggage. We had checked this bag in almost 2 hours previously and arrived at security in plenty of time.,frankfurt london ba staff watched security went partners bag around  mins required call police sauntered stared bag  actually clothes finishing flight dispatcher closed flight  minutes required much longer spent unloading luggage checked bag almost  hours previously arrived security plenty time,negative
864,"❎ Not Verified | London to Olbia. Complete confusion. The plane was delayed getting to Sardinia, and so we waited: but following check-in at Sardinia we were penned into long lines, no seats, extreme heat and no water in the queues. The airport staff in Sardinia appeared to be overwhelmed. Finally got onto the plane and we’re now delayed on the tarmac. We are due to depart more than 3 hours after our scheduled departure time, but so far still stuck on the tarmac with few updates. No water provided. I felt unwell but was told they had no glasses, so nothing to drink. Numerous small children with no hydration and high temperatures. After a second time of asking, I was told I could buy a drink once we took off, but they have no idea when that would be. They need to abandon the flight at this stage before more people become unwell. Cabin crew just standing there, doing nothing but looking perplexed",london olbia complete confusion plane delayed getting sardinia waited following checkin sardinia penned long lines seats extreme heat water queues airport staff sardinia appeared overwhelmed finally got onto plane we’re delayed tarmac due depart  hours scheduled departure time far still stuck tarmac updates water provided felt unwell told glasses nothing drink numerous small children hydration high temperatures second time asking told could buy drink took idea would need abandon flight stage people become unwell cabin crew standing nothing looking perplexed,positive
865,"✅ Trip Verified |  Rotterdam to London City. After waiting for 6 hours at Rotterdam airport (delays) I was told they re-routed my flight to Amsterdam and that I needed to quickly catch a taxi (that I have to pay for) from Rotterdam to Amsterdam airport in the hope of catching the flight from there. As I worried I wouldn’t make it, I asked to be put in a hotel & fly the following morning but they said that was not an option as all fights are booked. There was no apology, no offer of a bus or taxis to those re-routed to Amsterdam. And throughout the process & long queue no one bothered to explain to us what was happening. Had I known we’d be re-routed to Amsterdam I would’ve left Rotterdam earlier, rather than wait in a long queue just to he told that info at the end. What a waste of time, energy & money. And no apology to make up for the hours or delay. It’s quite unbelievable. ",rotterdam london city waiting  hours rotterdam airport delays told rerouted flight amsterdam needed quickly catch taxi pay rotterdam amsterdam airport hope catching flight worried wouldn’t make asked put hotel  fly following morning said option fights booked apology offer bus taxis rerouted amsterdam throughout process  long queue one bothered explain us happening known we’d rerouted amsterdam would’ve left rotterdam earlier rather wait long queue told info end waste time energy  money apology make hours delay it’s quite unbelievable ,positive
866,✅ Trip Verified |  Return flight to Dublin. Outbound Galleries North fine and good breakfast. Flight was fine. Return flight was delayed by 40 mins gate staff kept us informed. Lounge at Dublin was generic lounge but was ok. Staff on both flights fine. Return aircraft quite new and well presented.,return flight dublin outbound galleries north fine good breakfast flight fine return flight delayed  mins gate staff kept us informed lounge dublin generic lounge ok staff flights fine return aircraft quite new well presented,positive
867,"✅ Trip Verified |  Barbados to Gatwick. We boarded a half full flight and whilst preparing for take off the video was shown as normal, the crew participation side of it seemed like trouble to the crew. Once inflight the drinks service got under way and service was very quick I had a beer and my partner a soft drink, I was given a room temperature can and no drinking vessel and my partner her soft drink and the standard plastic cup no mention of ice. Within 20 minutes the meal service commenced they got to our seats which were 3 from the back of the aircraft and when we were served two trays appeared and passed to us, I enquired what the meal was and we were both told Pasta it’s all we have left, everyone else had a choice of chicken or pasta, my partner refused her pasta and I proceeded to challenge why on a half filled flight they had run out, no tangible answer came back but was very rudely told she would get chicken from premium economy, I said only one was required as I would eat the pasta, glad I did I think, chicken was placed on my partners tray it was burnt. During this service no further drinks were offered except for water, trays were gathered and that was the last we saw of the crew for 4 hours. They reappeared about 70 minutes before landing served a box containing stale bread with processed cheese and a stale cake, I politely refused the offering and my partner ate the bread, tea and coffee was served.  Our flight out 7 days previously was the exact opposite, pleasant staff, food standard but acceptable. The only other negative was the musical chairs played by fellow passengers, the crew turned a blind eye. The positives the IFE has a wide choice and we got home safely and getting off the aircraft was a pleasure as it was also the coldest flights I have ever been on.",barbados gatwick boarded half full flight whilst preparing take video shown normal crew participation side seemed like trouble crew inflight drinks service got way service quick beer partner soft drink given room temperature drinking vessel partner soft drink standard plastic cup mention ice within  minutes meal service commenced got seats  back aircraft served two trays appeared passed us enquired meal told pasta it’s left everyone else choice chicken pasta partner refused pasta proceeded challenge half filled flight run tangible answer came back rudely told would get chicken premium economy said one required would eat pasta glad think chicken placed partners tray burnt service drinks offered except water trays gathered last saw crew  hours reappeared  minutes landing served box containing stale bread processed cheese stale cake politely refused offering partner ate bread tea coffee served  flight  days previously exact opposite pleasant staff food standard acceptable negative musical chairs played fellow passengers crew turned blind eye positives ife wide choice got home safely getting aircraft pleasure also coldest flights ever,negative
